DATAFLOW,LAST UPDATE,freq,nrg_prc,nrg_cons,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2022,0.1273,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2023,0.1619,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2024,0.1315,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2017,0.0324,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2018,0.0452,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2019,0.0434,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2022,0.1316,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2023,0.0654,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2024,0.0515,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2017,0.0474,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2018,0.0467,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2019,0.0497,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2022,0.0904,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2023,0.1006,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2024,0.0989,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2017,0.0326,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2018,0.0397,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2019,0.0441,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2022,0.1043,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2023,0.0701,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2024,0.0586,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,United Kingdom,2017,0.0756,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,United Kingdom,2018,0.0870,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Energy and supply,Consumption from 20 MWh to 499 MWh - band IB,Euro,United Kingdom,2019,0.0801,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2017,0.0012,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2018,0.0012,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2019,0.0013,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2022,0.0021,e,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2023,-0.0042,e,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2024,-0.0007,e,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2017,0.0341,e,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2018,0.0043,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2019,0.0012,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2022,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2023,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2024,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Germany,2019,0.0059,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Germany,2022,0.0052,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Germany,2023,0.0053,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Germany,2024,0.0055,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2017,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2018,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2019,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2022,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2024,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Spain,2017,0.0067,d,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Spain,2018,0.0069,d,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Spain,2019,0.0123,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Spain,2022,0.0110,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Spain,2023,0.0052,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Spain,2024,0.0121,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Finland,2017,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Finland,2018,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Finland,2019,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Finland,2022,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Finland,2023,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Finland,2024,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,France,2017,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,France,2018,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,France,2019,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,France,2023,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,France,2024,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2017,0.0031,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2018,0.0026,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2019,0.0012,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2022,0.0032,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2023,0.0055,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2024,0.0008,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Italy,2017,0.0735,d,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Italy,2018,0.0646,d,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Italy,2019,0.0043,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Italy,2022,0.0006,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Italy,2023,0.0054,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Italy,2024,0.0107,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2017,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2018,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2019,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2022,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2023,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2024,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2017,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2018,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2019,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2022,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2024,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2017,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2018,0.0022,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2019,0.0019,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2022,0.0017,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2023,0.0026,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2024,0.0038,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2017,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2018,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2019,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2023,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2024,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,United Kingdom,2017,0.0075,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,United Kingdom,2018,0.0096,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Other,Consumption from 20 MWh to 499 MWh - band IB,Euro,United Kingdom,2019,0.0168,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2017,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2018,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2019,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2022,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2023,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2024,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2017,0.0008,e,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2018,0.0021,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2019,0.0018,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2022,0.0019,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2023,0.0021,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2024,0.0022,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Germany,2019,0.0072,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Germany,2022,0.0085,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Germany,2023,0.0100,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Germany,2024,0.0127,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2017,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2018,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2019,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2022,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2024,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Spain,2019,0.0041,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Spain,2022,0.0009,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Spain,2023,0.0007,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Spain,2024,0.0006,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Finland,2017,0.0001,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Finland,2018,0.0001,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Finland,2019,0.0001,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Finland,2022,0.0006,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Finland,2023,0.0006,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Finland,2024,0.0001,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,France,2017,0.0032,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,France,2018,0.0031,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,France,2019,0.0029,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,France,2022,0.0030,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,France,2023,0.0031,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,France,2024,0.0035,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2017,0.0039,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2018,0.0035,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2019,0.0015,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2022,0.0007,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2023,-0.0021,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2024,0.0002,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Italy,2019,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Italy,2022,0.0047,e,
