DATAFLOW,LAST UPDATE,freq,nrg_prc,nrg_cons,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Italy,2023,0.0057,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Italy,2024,0.0062,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2017,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2018,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2019,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2022,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2023,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2024,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2017,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2018,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2019,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2022,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2024,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2017,0.0069,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2018,0.0063,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2019,0.0041,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2022,0.0115,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2023,0.0130,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2024,0.0180,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2017,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2018,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2019,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2023,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2024,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,United Kingdom,2017,0.0003,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,United Kingdom,2018,0.0010,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Capacity taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,United Kingdom,2019,0.0014,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2017,0.0150,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2018,0.0150,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2019,0.0150,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2022,0.0082,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2023,0.0014,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2024,0.0012,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2017,0.0000,e,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2018,0.0017,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2019,0.0017,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2022,0.0133,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2023,0.0105,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2024,0.0133,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Germany,2019,0.0205,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Germany,2022,0.0205,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Germany,2023,0.0205,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Germany,2024,0.0205,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2017,0.0005,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2018,0.0005,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2019,0.0005,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2022,0.0005,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2023,0.0005,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2024,0.0008,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Spain,2019,0.0070,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Spain,2022,0.0050,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Spain,2023,0.0011,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Spain,2024,0.0067,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Finland,2017,0.0069,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Finland,2018,0.0069,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Finland,2019,0.0069,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Finland,2022,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Finland,2023,0.0000,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Finland,2024,0.0005,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,France,2017,0.0275,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,France,2018,0.0267,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,France,2019,0.0268,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,France,2022,0.0075,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,France,2023,0.0006,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,France,2024,0.0175,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2017,0.0005,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2018,0.0005,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2019,0.0003,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2022,0.0002,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2023,0.0004,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2024,0.0004,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Italy,2019,0.0123,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Italy,2022,0.0122,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Italy,2023,0.0124,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Italy,2024,0.0123,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2017,0.0420,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2018,0.0510,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2019,0.0420,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2022,0.0460,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2023,0.0582,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2024,0.0554,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2017,0.0105,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2018,0.0104,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2019,0.0100,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2022,0.0097,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2023,0.0086,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2024,0.0085,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2017,0.0063,e,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2018,0.0081,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2019,0.0100,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2022,0.0389,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2023,0.0537,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2024,0.0541,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2017,0.0005,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2018,0.0005,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2019,0.0005,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2022,0.0006,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2023,0.0005,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2024,0.0005,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,United Kingdom,2017,0.0058,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,United Kingdom,2018,0.0054,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Environmental taxes,Consumption from 20 MWh to 499 MWh - band IB,Euro,United Kingdom,2019,0.0082,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2017,0.0564,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2018,0.0548,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2019,0.0529,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2022,0.0500,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2023,0.0498,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Austria,2024,0.0462,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2017,0.0767,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2018,0.0706,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2019,0.0719,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2022,0.0981,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2023,0.0938,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Belgium,2024,0.0866,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Germany,2019,0.1361,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Germany,2022,0.1008,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Germany,2023,0.0873,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Germany,2024,0.0931,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2017,0.0783,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2018,0.0732,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2019,0.0593,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2022,0.0874,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2023,0.0519,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Denmark,2024,0.0608,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Spain,2017,0.0358,d,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Spain,2018,0.0367,d,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Spain,2019,0.0716,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Spain,2022,0.0664,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Spain,2023,0.0499,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Spain,2024,0.0554,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Finland,2017,0.0270,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,"Taxes, fees, levies and charges",Consumption from 20 MWh to 499 MWh - band IB,Euro,Finland,2018,0.0274,,
